epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.43320849537849426,0.4979960024356842,0.6931871771812439,0.4318181872367859,0.5,0.6931684017181396
0,0.6167290806770325,0.49769076704978943,0.6931565999984741,0.5681818127632141,0.5,0.6931310296058655
1,0.6229712963104248,0.5,0.6931401491165161,0.5681818127632141,0.5,0.6931293606758118
2,0.617977499961853,0.498344361782074,0.693164587020874,0.5681818127632141,0.5,0.693128228187561
3,0.6242197155952454,0.4960351288318634,0.6931626796722412,0.5681818127632141,0.5,0.6931267380714417
4,0.6229712963104248,0.498344361782074,0.6931498050689697,0.5681818127632141,0.5,0.6931255459785461
5,0.6254681944847107,0.5,0.6931626796722412,0.5681818127632141,0.5,0.6931244730949402
6,0.6254681944847107,0.49769076704978943,0.6931339502334595,0.5681818127632141,0.5,0.6931233406066895
7,0.6242197155952454,0.4950331151485443,0.6931652426719666,0.5681818127632141,0.5,0.6931218504905701
8,0.6229712963104248,0.5,0.6931277513504028,0.5681818127632141,0.5,0.6931203007698059
9,0.6254681944847107,0.498344361782074,0.6931328177452087,0.5681818127632141,0.5,0.6931188106536865
10,0.6254681944847107,0.5,0.6931210160255432,0.5681818127632141,0.5,0.6931176781654358
11,0.6229712963104248,0.49668875336647034,0.6931293606758118,0.5681818127632141,0.5,0.6931161284446716
12,0.6254681944847107,0.498344361782074,0.693103015422821,0.5681818127632141,0.5,0.6931145191192627
13,0.6217228174209595,0.498344361782074,0.6931303143501282,0.5681818127632141,0.5,0.6931131482124329
14,0.6229712963104248,0.498344361782074,0.6931219100952148,0.5681818127632141,0.5,0.6931120753288269
15,0.6254681944847107,0.5010020136833191,0.6930791139602661,0.5681818127632141,0.5,0.6931109428405762
16,0.6229712963104248,0.49668875336647034,0.6931284070014954,0.5681818127632141,0.5,0.6931094527244568
17,0.6242197155952454,0.49668875336647034,0.6931113600730896,0.5681818127632141,0.5,0.6931078433990479
18,0.6229712963104248,0.49934637546539307,0.6930884122848511,0.5681818127632141,0.5,0.6931064128875732
19,0.6229712963104248,0.498344361782074,0.6931083798408508,0.5681818127632141,0.5,0.6931052207946777
20,0.6229712963104248,0.49934637546539307,0.6930742263793945,0.5681818127632141,0.5,0.6931036114692688
21,0.6229712963104248,0.498344361782074,0.6931089758872986,0.5681818127632141,0.5,0.6931023001670837
22,0.6229712963104248,0.498344361782074,0.6931098103523254,0.5681818127632141,0.5,0.6931010484695435
23,0.6229712963104248,0.5,0.6930896043777466,0.5681818127632141,0.5,0.6930999159812927
24,0.6229712963104248,0.5,0.693078339099884,0.5681818127632141,0.5,0.6930984854698181
25,0.6229712963104248,0.49869275093078613,0.6930820345878601,0.5681818127632141,0.5,0.6930968761444092
26,0.6229712963104248,0.5,0.6930747628211975,0.5681818127632141,0.5,0.693095326423645
27,0.6229712963104248,0.498344361782074,0.6930823922157288,0.5681818127632141,0.5,0.6930938959121704
28,0.6229712963104248,0.5,0.6930566430091858,0.5681818127632141,0.5,0.6930923461914062
29,0.6229712963104248,0.4950331151485443,0.6930696964263916,0.5681818127632141,0.5,0.6930911540985107
30,0.6229712963104248,0.498344361782074,0.6930815577507019,0.5681818127632141,0.5,0.6930897235870361
31,0.6229712963104248,0.5,0.6930490136146545,0.5681818127632141,0.5,0.6930885314941406
32,0.6229712963104248,0.498344361782074,0.6930819153785706,0.5681818127632141,0.5,0.6930870413780212
33,0.6229712963104248,0.5010020136833191,0.6930727362632751,0.5681818127632141,0.5,0.6930854320526123
34,0.6229712963104248,0.5,0.6930580735206604,0.5681818127632141,0.5,0.6930843591690063
35,0.6229712963104248,0.5,0.6930618286132812,0.5681818127632141,0.5,0.693082869052887
36,0.6229712963104248,0.5,0.69304358959198,0.5681818127632141,0.5,0.6930813193321228
37,0.6229712963104248,0.498344361782074,0.693072497844696,0.5681818127632141,0.5,0.6930797100067139
38,0.6229712963104248,0.5,0.693033754825592,0.5681818127632141,0.5,0.6930785775184631
39,0.6229712963104248,0.5,0.6930623650550842,0.5681818127632141,0.5,0.6930771470069885
40,0.6229712963104248,0.498344361782074,0.693064272403717,0.5681818127632141,0.5,0.6930756568908691
41,0.6229712963104248,0.498344361782074,0.6930477023124695,0.5681818127632141,0.5,0.6930744647979736
42,0.6229712963104248,0.498344361782074,0.693042516708374,0.5681818127632141,0.5,0.6930733323097229
43,0.6229712963104248,0.5,0.6930480003356934,0.5681818127632141,0.5,0.6930722594261169
44,0.6229712963104248,0.5020040273666382,0.6930312514305115,0.5681818127632141,0.5,0.693070650100708
45,0.6229712963104248,0.5010020136833191,0.6930151581764221,0.5681818127632141,0.5,0.6930692195892334
46,0.6229712963104248,0.5,0.6930312514305115,0.5681818127632141,0.5,0.6930676102638245
47,0.6229712963104248,0.49934637546539307,0.6930429935455322,0.5681818127632141,0.5,0.6930665373802185
48,0.6229712963104248,0.49668875336647034,0.6930158138275146,0.5681818127632141,0.5,0.6930650472640991
49,0.6229712963104248,0.498344361782074,0.6930149793624878,0.5681818127632141,0.5,0.693063497543335
50,0.6229712963104248,0.5,0.693013608455658,0.5681818127632141,0.5,0.6930620670318604
51,0.6229712963104248,0.4953814744949341,0.693012535572052,0.5681818127632141,0.5,0.6930609941482544
52,0.6229712963104248,0.5,0.69300377368927,0.5681818127632141,0.5,0.6930593848228455
53,0.6229712963104248,0.5,0.6929970979690552,0.5681818127632141,0.5,0.6930582523345947
54,0.6229712963104248,0.49668875336647034,0.6930035948753357,0.5681818127632141,0.5,0.6930567026138306
55,0.6229712963104248,0.5,0.6930062174797058,0.5681818127632141,0.5,0.6930551528930664
56,0.6229712963104248,0.49668875336647034,0.693000853061676,0.5681818127632141,0.5,0.693053662776947
57,0.6229712963104248,0.498344361782074,0.6930111646652222,0.5681818127632141,0.5,0.6930525302886963
58,0.6229712963104248,0.498344361782074,0.6930025219917297,0.5681818127632141,0.5,0.6930509805679321
59,0.6229712963104248,0.498344361782074,0.693017303943634,0.5681818127632141,0.5,0.6930494904518127
60,0.6229712963104248,0.49934637546539307,0.6930041313171387,0.5681818127632141,0.5,0.6930480003356934
61,0.6229712963104248,0.49668875336647034,0.6930144429206848,0.5681818127632141,0.5,0.6930468082427979
62,0.6229712963104248,0.5010020136833191,0.6929892897605896,0.5681818127632141,0.5,0.6930453777313232
63,0.6229712963104248,0.498344361782074,0.6930022239685059,0.5681818127632141,0.5,0.6930437684059143
64,0.6229712963104248,0.5,0.6929840445518494,0.5681818127632141,0.5,0.6930422186851501
65,0.6229712963104248,0.498344361782074,0.6929859519004822,0.5681818127632141,0.5,0.6930407881736755
66,0.6229712963104248,0.49668875336647034,0.6930029988288879,0.5681818127632141,0.5,0.6930391788482666
67,0.6229712963104248,0.49668875336647034,0.692983865737915,0.5681818127632141,0.5,0.6930376291275024
68,0.6229712963104248,0.4950331151485443,0.6929835677146912,0.5681818127632141,0.5,0.6930360198020935
69,0.6229712963104248,0.49668875336647034,0.6929784417152405,0.5681818127632141,0.5,0.6930344700813293
70,0.6229712963104248,0.498344361782074,0.6929911971092224,0.5681818127632141,0.5,0.69303297996521
71,0.6229712963104248,0.49668875336647034,0.6930026412010193,0.5681818127632141,0.5,0.6930318474769592
72,0.6229712963104248,0.49934637546539307,0.6929363012313843,0.5681818127632141,0.5,0.6930302977561951
73,0.6229712963104248,0.49934637546539307,0.6929654479026794,0.5681818127632141,0.5,0.6930290460586548
74,0.6229712963104248,0.49769076704978943,0.6929730772972107,0.5681818127632141,0.5,0.6930275559425354
75,0.6229712963104248,0.498344361782074,0.6929518580436707,0.5681818127632141,0.5,0.6930263042449951
76,0.6229712963104248,0.49668875336647034,0.6929598450660706,0.5681818127632141,0.5,0.6930249333381653
77,0.6229712963104248,0.498344361782074,0.6929516196250916,0.5681818127632141,0.5,0.6930232644081116
78,0.6229712963104248,0.49934637546539307,0.6929425001144409,0.5681818127632141,0.5,0.6930217146873474
79,0.6229712963104248,0.5,0.6929490566253662,0.5681818127632141,0.5,0.6930201649665833
80,0.6229712963104248,0.5,0.6929353475570679,0.5681818127632141,0.5,0.6930190324783325
81,0.6229712963104248,0.498344361782074,0.69295734167099,0.5681818127632141,0.5,0.6930180788040161
82,0.6229712963104248,0.5010020136833191,0.6929340958595276,0.5681818127632141,0.5,0.693016767501831
83,0.6229712963104248,0.498344361782074,0.6929493546485901,0.5681818127632141,0.5,0.6930152177810669
84,0.6229712963104248,0.498344361782074,0.6929466128349304,0.5681818127632141,0.5,0.6930137276649475
85,0.6229712963104248,0.4950331151485443,0.6929658651351929,0.5681818127632141,0.5,0.6930122375488281
86,0.6229712963104248,0.5010020136833191,0.6929116249084473,0.5681818127632141,0.5,0.6930111050605774
87,0.6229712963104248,0.5,0.6929349303245544,0.5681818127632141,0.5,0.6930099725723267
88,0.6229712963104248,0.498344361782074,0.6929357051849365,0.5681818127632141,0.5,0.6930083632469177
89,0.6229712963104248,0.4950331151485443,0.6929327249526978,0.5681818127632141,0.5,0.6930068731307983
90,0.6229712963104248,0.49668875336647034,0.6929578185081482,0.5681818127632141,0.5,0.6930053234100342
91,0.6229712963104248,0.498344361782074,0.6929159164428711,0.5681818127632141,0.5,0.6930040717124939
92,0.6229712963104248,0.498344361782074,0.692915141582489,0.5681818127632141,0.5,0.6930031180381775
93,0.6229712963104248,0.49869275093078613,0.6929128766059875,0.5681818127632141,0.5,0.6930018067359924
94,0.6229712963104248,0.4950331151485443,0.6929237246513367,0.5681818127632141,0.5,0.6930002570152283
95,0.6229712963104248,0.49769076704978943,0.6928956508636475,0.5681818127632141,0.5,0.6929986476898193
96,0.6229712963104248,0.49668875336647034,0.6929164528846741,0.5681818127632141,0.5,0.6929970383644104
97,0.6229712963104248,0.5003483891487122,0.6928879618644714,0.5681818127632141,0.5,0.6929956078529358
98,0.6229712963104248,0.49934637546539307,0.6928943395614624,0.5681818127632141,0.5,0.6929943561553955
